date,survey,site,species,transect,size,density,biomass,trophic_guild
2017-08-07T00:00:00Z,1,XL,Bodianus_pulchellus,t2,30,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t1,5,24,119.441362,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t1,10,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t1,15,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t1,20,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t1,25,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t1,30,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t2,5,3,14.93017025,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t2,10,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t2,15,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t2,20,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t2,25,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Centropyge_argi,t2,30,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t1,5,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t1,10,4,120.0771944,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t1,15,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t1,20,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t1,25,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t1,30,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t2,5,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t2,10,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t2,15,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t2,20,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t2,25,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chaetodon_sedentarius,t2,30,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t1,5,300,871.6579517,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t1,10,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t1,15,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t1,20,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t1,25,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t1,30,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t2,5,85,246.969753,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t2,10,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t2,15,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t2,20,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t2,25,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_bermudae,t2,30,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t1,5,35,77.02536369,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t1,10,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t1,15,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t1,20,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t1,25,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t1,30,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t2,5,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t2,10,25,370.8867343,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t2,15,5,226.4907823,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t2,20,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t2,25,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Chromis_enchrysura,t2,30,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t1,5,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t1,10,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t1,15,2,196.6720221,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t1,20,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t1,25,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t1,30,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t2,5,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t2,10,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t2,15,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t2,20,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t2,25,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocanthus_tricolor,t2,30,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t1,5,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t1,10,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t1,15,1,59.39562006,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t1,20,3,429.5990087,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t1,25,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t1,30,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t2,5,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t2,10,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t2,15,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t2,20,3,429.5990087,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t2,25,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Holocentrus_rufus,t2,30,0,0,invertivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t1,5,1000,1808.420792,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t1,10,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t1,15,15,767.8399934,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t1,20,50,6142.399362,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t1,25,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t1,30,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t2,5,600,1085.052475,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t2,10,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t2,15,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t2,20,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t2,25,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Paranthius_furcifer,t2,30,0,0,planktivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t1,5,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t1,10,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t1,15,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t1,20,15,30656.57153,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t1,25,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t1,30,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t2,5,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t2,10,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t2,15,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t2,20,5,10218.85718,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t2,25,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Pterois_volitans,t2,30,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t1,5,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t1,10,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t1,15,7,392.7056467,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t1,20,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t1,25,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t1,30,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t2,5,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t2,10,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t2,15,3,168.30242,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t2,20,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t2,25,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Rypticus_saponaceus,t2,30,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t1,5,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t1,10,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t1,15,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t1,20,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t1,25,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t1,30,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t2,5,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t2,10,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t2,15,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t2,20,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t2,25,0,0,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Seriola_rivoliana,t2,30,4,4487.809546,macro_carnivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t1,5,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t1,10,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t1,15,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t1,20,1,157.8514683,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t1,25,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t1,30,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t2,5,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t2,10,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t2,15,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t2,20,3,473.554405,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t2,25,0,0,herbivore
2017-08-07T00:00:00Z,1,XL,Sparisoma_viride,t2,30,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t1,5,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t1,10,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t1,15,6,370.2597571,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t1,20,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t1,25,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t1,30,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t2,5,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t2,10,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t2,15,12,740.5195141,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t2,20,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t2,25,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Acanthurus_bahianus,t2,30,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t1,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t1,10,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t1,15,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t1,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t1,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t1,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t2,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t2,10,4,98.60560404,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t2,15,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t2,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t2,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_pulchellus,t2,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t1,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t1,10,2,32.53812234,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t1,15,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t1,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t1,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t1,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t2,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t2,10,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t2,15,3,168.30242,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t2,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t2,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Bodianus_rufus,t2,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t1,5,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t1,10,2,56.95815469,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t1,15,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t1,20,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t1,25,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t1,30,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t2,5,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t2,10,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t2,15,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t2,20,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t2,25,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Canthigaster_rostrata,t2,30,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t1,5,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t1,10,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t1,15,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t1,20,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t1,25,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t1,30,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t2,5,2,9.953446836,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t2,10,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t2,15,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t2,20,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t2,25,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Centropyge_argi,t2,30,0,0,herbivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t1,5,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t1,10,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t1,15,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t1,20,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t1,25,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t1,30,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t2,5,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t2,10,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t2,15,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t2,20,3,416.1417423,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t2,25,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Cephalopholis_fulva,t2,30,0,0,omnivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t1,5,1,3.559854717,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t1,10,1,30.0192986,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t1,15,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t1,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t1,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t1,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t2,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t2,10,5,150.096493,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t2,15,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t2,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t2,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Chaetodon_sedentarius,t2,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t1,5,21,61.01605662,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t1,10,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t1,15,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t1,20,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t1,25,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t1,30,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t2,5,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t2,10,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t2,15,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t2,20,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t2,25,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_bermudae,t2,30,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t1,5,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t1,10,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t1,15,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t1,20,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t1,25,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t1,30,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t2,5,2,4.401449354,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t2,10,3,44.50640812,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t2,15,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t2,20,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t2,25,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Chromis_enchrysura,t2,30,0,0,planktivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t1,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t1,10,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t1,15,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t1,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t1,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t1,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t2,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t2,10,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t2,15,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t2,20,5,587.1788808,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t2,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Halichoeres_radiatus,t2,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t1,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t1,10,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t1,15,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t1,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t1,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t1,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t2,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t2,10,4,123.4536004,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t2,15,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t2,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t2,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocanthus_tricolor,t2,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t1,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t1,10,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t1,15,3,178.1868602,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t1,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t1,25,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t1,30,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t2,5,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t2,10,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t2,15,2,118.7912401,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t2,20,0,0,invertivore
2017-08-09T00:00:00Z,1,HS1,Holocentrus_rufus,t2,25,0,0,invertivore
